episode	epsilon	score	bonus	straight	full	low	high	yum
5640000	0.13759971258220277	56.66	0.3	0.0	0.0	0.0	0.0	0.0
5645000	0.13596637870435985	56.92	0.29	0.0	0.0	0.0	0.0	0.0
5650000	0.13433304482651692	57.76	0.26	0.0	0.0	0.0	0.0	0.0
5655000	0.132699710948674	55.61	0.27	0.0	0.0	0.0	0.0	0.0
5660000	0.13106637707083107	56.28	0.27	0.0	0.0	0.0	0.0	0.0
5665000	0.12943304319298815	55.99	0.3	0.0	0.0	0.0	0.0	0.0
5670000	0.12779970931514523	56.52	0.36	0.0	0.0	0.0	0.0	0.0
5675000	0.1261663754373023	55.04	0.27	0.0	0.0	0.0	0.0	0.0
5680000	0.12453304155947882	55.91	0.32	0.0	0.0	0.0	0.0	0.0
5685000	0.1228997076817039	56.0	0.24	0.0	0.0	0.0	0.0	0.0
5690000	0.12126637380392898	56.69	0.3	0.0	0.0	0.0	0.0	0.0
5695000	0.11963303992615405	55.09	0.21	0.0	0.0	0.0	0.0	0.0
5700000	0.11799970604837913	55.95	0.18	0.0	0.0	0.0	0.0	0.0
5705000	0.11636637217060421	55.88	0.3	0.0	0.0	0.0	0.0	0.0
5710000	0.11473303829282928	54.57	0.16	0.0	0.0	0.0	0.0	0.0
5715000	0.11309970441505436	56.71	0.28	0.0	0.0	0.0	0.0	0.0
5720000	0.11146637053727944	55.32	0.28	0.0	0.0	0.0	0.0	0.0
5725000	0.10983303665950452	56.18	0.28	0.0	0.0	0.0	0.0	0.0
5730000	0.10819970278172959	55.42	0.25	0.0	0.0	0.0	0.0	0.0
5735000	0.10656636890395467	57.2	0.34	0.0	0.0	0.0	0.0	0.0
5740000	0.10493303502617975	57.03	0.34	0.0	0.0	0.0	0.0	0.0
5745000	0.10329970114840482	57.21	0.3	0.0	0.0	0.0	0.0	0.0
5750000	0.1016663672706299	58.35	0.33	0.0	0.0	0.0	0.0	0.0
5755000	0.10003303339285498	57.17	0.34	0.0	0.0	0.0	0.0	0.0
5760000	0.09839969951508006	55.81	0.27	0.0	0.0	0.0	0.0	0.0
5765000	0.09676636563730513	57.92	0.4	0.0	0.0	0.0	0.0	0.0
5770000	0.09513303175953021	54.87	0.25	0.0	0.0	0.0	0.0	0.0
5775000	0.09349969788175529	55.49	0.27	0.0	0.0	0.0	0.0	0.0
5780000	0.09186636400398036	56.5	0.28	0.0	0.0	0.0	0.0	0.0
5785000	0.09023303012620544	55.64	0.24	0.0	0.0	0.0	0.0	0.0
5790000	0.08859969624843052	57.34	0.31	0.0	0.0	0.0	0.0	0.0
5795000	0.0869663623706556	57.6	0.31	0.0	0.0	0.0	0.0	0.0
5800000	0.08533302849288067	57.12	0.31	0.0	0.0	0.0	0.0	0.0
5805000	0.08369969461510575	55.43	0.22	0.0	0.0	0.0	0.0	0.0
5810000	0.08206636073733083	56.63	0.29	0.0	0.0	0.0	0.0	0.0
5815000	0.0804330268595559	55.46	0.26	0.0	0.0	0.0	0.0	0.0
5820000	0.07879969298178098	55.27	0.23	0.0	0.0	0.0	0.0	0.0
5825000	0.07716635910400606	55.96	0.3	0.0	0.0	0.0	0.0	0.0
5830000	0.07553302522623113	56.62	0.28	0.0	0.0	0.0	0.0	0.0
5835000	0.07389969134845621	56.43	0.26	0.0	0.0	0.0	0.0	0.0
5840000	0.07226635747068129	54.63	0.26	0.0	0.0	0.0	0.0	0.0
5845000	0.07063302359290637	56.73	0.31	0.0	0.0	0.0	0.0	0.0
5850000	0.06899968971513144	58.0	0.32	0.0	0.0	0.0	0.0	0.0
5855000	0.06736635583735652	58.04	0.36	0.0	0.0	0.0	0.0	0.0
5860000	0.0657330219595816	56.52	0.33	0.0	0.0	0.0	0.0	0.0
5865000	0.06409968808180667	57.64	0.37	0.0	0.0	0.0	0.0	0.0
5870000	0.06246635420403175	56.7	0.28	0.0	0.0	0.0	0.0	0.0
5875000	0.06083302032625683	55.8	0.26	0.0	0.0	0.0	0.0	0.0
5880000	0.059199686448481906	55.4	0.28	0.0	0.0	0.0	0.0	0.0
5885000	0.05756635257070698	57.03	0.29	0.0	0.0	0.0	0.0	0.0
5890000	0.05593301869293206	57.67	0.34	0.0	0.0	0.0	0.0	0.0
5895000	0.05429968481515714	55.21	0.26	0.0	0.0	0.0	0.0	0.0
5900000	0.052666350937382214	57.98	0.4	0.0	0.0	0.0	0.0	0.0
5905000	0.05103301705960729	54.02	0.22	0.0	0.0	0.0	0.0	0.0
5910000	0.04939968318183237	56.99	0.33	0.0	0.0	0.0	0.0	0.0
5915000	0.047766349304057446	56.97	0.3	0.0	0.0	0.0	0.0	0.0
5920000	0.04613301542628252	57.62	0.29	0.0	0.0	0.0	0.0	0.0
5925000	0.0444996815485076	57.84	0.37	0.0	0.0	0.0	0.0	0.0
5930000	0.04286634767073268	58.17	0.3	0.0	0.0	0.0	0.0	0.0
5935000	0.041233013792957754	57.46	0.28	0.0	0.0	0.0	0.0	0.0
5940000	0.03959967991518283	56.03	0.29	0.0	0.0	0.0	0.0	0.0
5945000	0.03796634603740791	57.23	0.3	0.0	0.0	0.0	0.0	0.0
5950000	0.036333012159632985	57.19	0.26	0.0	0.0	0.0	0.0	0.0
5955000	0.03469967828185806	58.06	0.3	0.0	0.0	0.0	0.0	0.0
5960000	0.03306634440408314	56.28	0.27	0.0	0.0	0.0	0.0	0.0
5965000	0.03143301052630822	57.71	0.36	0.0	0.0	0.0	0.0	0.0
5970000	0.029799676648533294	56.27	0.27	0.0	0.0	0.0	0.0	0.0
5975000	0.02816634277075837	56.13	0.28	0.0	0.0	0.0	0.0	0.0
5980000	0.026533008892983448	57.27	0.36	0.0	0.0	0.0	0.0	0.0
5985000	0.024899675015208525	57.73	0.3	0.0	0.0	0.0	0.0	0.0
5990000	0.023266341137433602	56.68	0.3	0.0	0.0	0.0	0.0	0.0
5995000	0.02163300725965868	56.77	0.34	0.0	0.0	0.0	0.0	0.0
6000000	0.019999673381883756	58.2	0.35	0.0	0.0	0.0	0.0	0.0
