episode	eps	score	bonus	straight	full	low	high	yum
7770000	0.04	148.7	0.52	0.41	0.78	0.98	0.68	0.11
7780000	0.04	146.94	0.56	0.35	0.69	0.99	0.63	0.20
7790000	0.04	145.46	0.55	0.40	0.68	0.98	0.60	0.13
7800000	0.03	151.53	0.66	0.35	0.75	0.98	0.70	0.12
7810000	0.03	149.97	0.64	0.38	0.70	1.00	0.67	0.14
7820000	0.03	147.34	0.53	0.30	0.74	0.99	0.64	0.19
7830000	0.03	154.63	0.63	0.36	0.80	0.99	0.75	0.15
7840000	0.03	148.78	0.56	0.37	0.79	0.98	0.70	0.10
7850000	0.03	151.27	0.60	0.36	0.73	0.97	0.71	0.17
7860000	0.03	153.79	0.57	0.40	0.74	1.00	0.74	0.20
7870000	0.03	151.88	0.60	0.40	0.68	1.00	0.68	0.24
7880000	0.02	147.79	0.61	0.33	0.71	0.99	0.64	0.15
7890000	0.02	151.02	0.59	0.40	0.77	0.97	0.69	0.17
7900000	0.02	146.28	0.60	0.33	0.66	0.99	0.58	0.21
7910000	0.02	150.76	0.61	0.42	0.76	0.99	0.63	0.13
7920000	0.02	151.17	0.57	0.39	0.72	0.98	0.68	0.20
7930000	0.02	151.74	0.58	0.46	0.72	0.99	0.70	0.14
7940000	0.02	149.43	0.56	0.42	0.67	0.99	0.70	0.16
7950000	0.02	149.64	0.61	0.31	0.73	1.00	0.68	0.18
7960000	0.01	151.06	0.66	0.35	0.78	1.00	0.64	0.13
7970000	0.01	145.91	0.55	0.32	0.76	0.99	0.63	0.13
7980000	0.01	147.71	0.57	0.39	0.77	0.99	0.65	0.10
7990000	0.01	154.82	0.64	0.42	0.70	1.00	0.72	0.20
8000000	0.01	150.32	0.66	0.29	0.70	0.98	0.66	0.19
